instance_index,original_test_index,predicted_probability,SHAP_Academic_degree,SHAP_Years_Experience,SHAP_Years_experience_lastorganization,SHAP_Sector,SHAP_MonthlySalary,SHAP_MedicalInsurance,SHAP_Bonus,SHAP_OverTime,SHAP_Payment_Overtime,SHAP_Rewards_Wages_Satisfaction,SHAP_Get_Deserved_Promotion,SHAP_Training_programs_During_last_three_years,SHAP_Useful_Training_Programs,SHAP_Business_Travel,SHAP_Job_Support,SHAP_Recognition,SHAP_Emotional_Commitment,SHAP_Job_Engagement,SHAP_Distance_to_work,SHAP_Work_Live_Balance,SHAP_Physical_Stress,SHAP_Psychological_Exhaustion,SHAP_Job_Stability,SHAP_Environment_Satisfaction,SHAP_Job_Satisfaction,SHAP_Job_Opportunities
10,801,0.63,-0.006835648101567005,0.06054047810068516,-0.074549598994746,-0.04047707842699237,-0.03172973710682562,-0.024019082441457094,-0.0037223835335416524,-0.0032362034149878032,-0.007489644968664367,0.01777765955715431,0.032958840916908025,0.036689437522759986,0.01747020843434969,-0.002056048732976031,0.0032088106916164285,0.0028952824609684673,-0.011332287727996946,-0.016870315191986902,-0.00395527751136309,0.015791912593443033,0.002741170917013827,0.013109133140482579,0.029111651065052965,0.01584853593321243,0.021461220229881874,0.08616792798549612
11,352,0.44,-0.006757655975069136,-0.14402097452595602,0.047094492299464684,0.04759229925804592,-0.002160133361667424,0.010747965275164051,-0.011232599813292296,0.0023616890598878136,0.010607480679470163,-0.030642365719231433,-0.03756001217465175,0.03994792725451939,-0.020253991421837824,-0.008353428508171671,0.01547584481768391,-0.016378247548220655,-0.060469663352594724,-0.014190795763078636,0.0031365791795123048,-0.011278277831111981,0.012948306215303766,0.005553701081728374,-0.01366867151562935,-0.0004533585666649445,0.008347768635489056,0.1131050857168288
12,935,0.7,-0.002561117332654931,-0.14867523628908366,0.035100018508394684,-0.012085022435706092,0.0069842111276463194,0.02210164236443127,-0.0016808551783412157,-0.00573553776074248,0.01365362116014809,0.029601473358812348,0.029034863926948824,0.033549706963135466,-0.020756746123440372,0.0041200234810964895,0.007941982913989174,-0.019949229477460778,0.024310944070620698,-0.014050827833978959,-0.008489316307747078,-0.0065436132137084695,0.02696994702798659,0.046743730977865335,0.028436239679807348,0.006332934313752871,0.0034228300158985147,0.12172229545824932
13,477,0.68,0.014870202857904552,0.09323588970082308,-0.03928456296923904,0.034336485241224735,0.029456658020019653,0.00422788653547336,0.005047942021412925,-9.813165841636238e-05,0.00032960608798804505,-0.019227915910938784,-0.03743198736396281,-0.12273680265369162,-0.003261772117314566,0.0011924610366628617,-0.015108616573294948,-0.00351863429716363,-0.014303184567993808,-0.007137548351145979,0.04857154575446694,0.04301072690318001,-0.003042227585879911,0.008375500107840267,0.02807138074296483,0.0037997226230316473,0.009898237659969295,0.12022610215199889
14,398,0.8,0.007110649764036492,0.12069387356121343,0.09163784671383189,-0.016831380360776915,-0.014334336350060045,0.010572858498980403,-0.002055650481671053,-0.010603101902218434,-0.009167847604563949,0.013255066763577326,0.02355674422094858,0.012935345187514786,0.01439128807976037,-0.000731309579644705,-0.0025671675251059296,-0.011924450098763147,0.013475158268690977,-0.004568856763371061,0.002260816323896185,0.01302190926686363,-0.001318956906722274,0.001950978275138586,0.0260526299972425,-0.004919390285499196,-0.03085328428887899,0.05845953062150113
15,160,0.66,-0.007734061564699117,-0.13387224793588223,0.04316402564319296,-0.02328356962483538,0.010124746545586956,0.024150391138923723,-0.010257859005482421,-0.0013830760256174554,0.011723569651850015,-0.02279683318353415,0.025097517649315778,0.010431192173865381,0.020985974608751456,-0.000665016936818864,0.008166583451193836,0.025742590438791353,0.022644753413718455,-0.018676436345819586,-0.001165340167955904,-0.0018698254095648392,-0.008582838389963444,0.030032915950756887,0.043300613876314495,0.0036675142137447656,-0.0016115210701007122,0.1121652003001876
16,603,0.52,-0.0006363862302946957,0.0718345189605352,-0.08297450042067366,0.04158101354406436,-0.0014739636723902238,0.007718158254895544,-0.0013786387120183477,-0.01260686791782735,-0.005870073502753716,0.03168667696700782,0.04433388893315366,-0.013054462458576612,-0.011689165185994745,0.0001248391082759742,0.019098299373588767,-0.017388624427350185,0.009608880150671085,0.025865725032435546,-0.0038626000865490747,-0.001750488358948764,0.02485882933073908,0.009743176994978767,0.021392204211920497,-0.0001121188171772999,0.012266387530723455,-0.14781574520651486
17,190,0.71,-0.001603403851668433,0.15498922978229457,0.11579001215774519,-0.03576170954703145,-0.00147246663898016,-0.01969752772148481,0.0018348728530732932,-0.010328583147097354,-0.00203796855577418,0.020274478804139774,0.03776667201613548,0.02799161146359283,-0.022649640546924255,-0.0006939923349565895,-0.003185259719147299,0.010859148870757547,0.010821702040858052,-0.04087196268779362,-0.00167080880519785,-0.0006450536656210487,-6.672006371630626e-05,0.015601357438402297,0.03140082613520769,-0.0053686052550549705,0.022579089451935663,-0.0943563350777735
18,1004,0.73,-0.008426356352281514,0.13841713928986465,0.08622335681651778,-0.024577881636800532,-0.009750399466804293,0.005900706169872581,-0.006405539577554355,0.0038256904601220174,-0.024884249180354187,0.01669615690244848,0.02795679814742197,0.03043187196102539,-0.01603678322024849,-0.0005860315362005819,0.004620425930526594,0.005704026664039382,-0.04988382685639975,0.0004970602129330497,0.010835301694895787,-0.007622477504960538,-0.0063374208917734145,-0.008261649708782454,-0.027682287110554895,-0.0037870255825102534,0.011604618585178694,0.08102773918629877
19,1007,0.47,0.01991089972576424,0.061437306570299,-0.07667141716597752,-0.02177654525047505,-0.04421076653695989,0.005742791197068766,0.003512220490257307,0.015586188506341733,-0.0136160378889602,-0.010075518960573343,0.026640413574848545,0.038041430397939634,-0.022232225019808406,-0.0014680985869925732,-0.007261120285121212,-0.00906013861944249,0.01597859615060224,-0.004996204429040001,-0.00692058016689342,-0.028511719311664446,-0.01418418471835349,0.0275646621582608,-0.033837739849715644,-0.02321563392253422,-0.01498734730755128,0.08810973264460066
